tag,status,category,post_count,alias_candidates,raw_variants,locations
jane(black_lagoon),not_in_snapshot,,,[],"[""Jane(Black_Lagoon)""]","[""작품 / 캐릭터 / 블랙 라군 / 제인""]"
jane_foster,not_in_snapshot,,,[],"[""Jane_Foster""]","[""작품 / 캐릭터 / 마블 코믹스 / 제인 포스터""]"
janitor,snapshot_match,0,112,[],"[""janitor""]","[""인물 / 직업 / 전문 / 관리인""]"
japan,snapshot_match,0,1371,[],"[""Japan""]","[""기본 / 장소 / 국가 / 일본""]"
japan._creative._staff,not_in_snapshot,,,[],"[""Japan._Creative._STAFF""]","[""작품 / 작품 / 제작 / J.C.Staff""]"
japanese,not_in_snapshot,,,[],"[""Japanese""]","[""인물 / 인종 / 국가 / 일본인""]"
japanese-style_maid,not_in_snapshot,,,[],"[""Japanese-style_Maid""]","[""인물 / 직업 / 메이드 / 일본풍 메이드""]"
japanese-style_maid_costume,not_in_snapshot,,,[],"[""Japanese-style_maid_costume""]","[""의상 / 의상 / 코스튬 / 일본풍 메이드복""]"
japanese_animation,not_in_snapshot,,,[],"[""Japanese_animation""]","[""기본 / 작화 / 스타일 / 애니메이션""]"
japanese_mythology,snapshot_match,3,307,[],"[""Japanese_mythology""]","[""기본 / 테마 / 신화 / 일본 신화""]"
jazz,not_in_snapshot,,,[],"[""Jazz""]","[""기본 / 테마 / 음악 / 재즈""]"
jean_grey,snapshot_match,4,448,[],"[""Jean_Grey""]","[""작품 / 캐릭터 / 마블 코믹스 / 진 그레이""]"
jeanne_d'arc,not_in_snapshot,,,[],"[""Jeanne_d'Arc""]","[""작품 / 캐릭터 / Fate/Grand order / 잔 다르크""]"
jeanne_d'arc_(alter),not_in_snapshot,,,[],"[""Jeanne_d'Arc_(Alter)""]","[""작품 / 캐릭터 / Fate/Grand order / 잔 다르크 얼터""]"
jeanne_d'arc_(alter)_(santa_lily),not_in_snapshot,,,[],"[""Jeanne_d'Arc_(Alter)_(Santa_Lily)""]","[""작품 / 캐릭터 / Fate/Grand order / 잔 다르크 얼터 산타 릴리""]"
jeanne_d'arc_(archer),not_in_snapshot,,,[],"[""Jeanne_d'Arc_(Archer)""]","[""작품 / 캐릭터 / Fate/Grand order / 잔 다르크 수영복""]"
jeanne_d'arc_(berserker_alter),not_in_snapshot,,,[],"[""Jeanne_d'Arc_(Berserker_Alter)""]","[""작품 / 캐릭터 / Fate/Grand order / 잔 다르크 얼터 수영복""]"
jeans,snapshot_match,0,45148,[],"[""jeans""]","[""의상 / 하의 / 바지 / 청바지""]"
jenny_realight,not_in_snapshot,,,[],"[""Jenny_Realight""]","[""작품 / 캐릭터 / 페어리테일 / 제니 레이라이트""]"
jessica_cruz,not_in_snapshot,,,[],"[""Jessica_Cruz""]","[""작품 / 캐릭터 / DC 코믹스 / 제시카 크루즈""]"
jester_cap,snapshot_match,0,12146,[],"[""jester_cap""]","[""장신구 / 머리 장식 / 모자 / 광대 모자""]"
jetty,snapshot_match,0,75,[],"[""jetty""]","[""기본 / 장소 / 이동 / 선착장""]"
jewelry_bonney,snapshot_match,4,482,[],"[""Jewelry_Bonney""]","[""작품 / 캐릭터 / 원피스 / 쥬얼리 보니""]"
jinako_carigiri,snapshot_match,4,346,[],"[""Jinako_Carigiri""]","[""작품 / 캐릭터 / Fate/Grand order / 지나코 카리기리""]"
jing_ke,not_in_snapshot,,,[],"[""Jing_Ke""]","[""작품 / 캐릭터 / Fate/Grand order / 형가""]"
jojo_no_kimyou_na_bouken,snapshot_match,3,55033,[],"[""JoJo_no_Kimyou_na_Bouken""]","[""작품 / 작품 / 목록 / 죠죠의 기묘한 모험""]"
jokita_j_sōji_swimsuit,not_in_snapshot,,,[],"[""JOkita_J_Sōji_Swimsuit""]","[""작품 / 캐릭터 / Fate/Grand order / 오키타 J 소지""]"
jolyne_cujoh,not_in_snapshot,,,[],"[""Jolyne_Cujoh""]","[""작품 / 캐릭터 / 죠죠의 기묘한 모험 / 쿠죠 죠린""]"
joyful_face,not_in_snapshot,,,[],"[""joyful_face""]","[""동작 1 / 얼굴 / 표정 / 즐거운 표정""]"
judge,snapshot_match,0,320,[],"[""judge""]","[""인물 / 직업 / 일반 / 판사""]"
juggling,snapshot_match,0,503,[],"[""juggling""]","[""행동 / 동명사 / 동명사 ㅈ / 무엇을 저글링하다""]"
julis_riessfeld,not_in_snapshot,,,[],"[""Julis_Riessfeld""]","[""작품 / 캐릭터 / 학전도시 아스터리스크 / 율리스 리스펠드""]"
jumping,snapshot_match,0,32272,[],"[""jumping""]","[""동작 1 / 몸 / 동작 / 두 발로 점프하다"", ""행동 / 동사 / 동사 ㅈ / 누군가 점프하다""]"
jumpsuit,snapshot_match,0,15293,[],"[""jumpsuit""]","[""의상 / 의상 / 슈트 / 점프슈트""]"
jungle,snapshot_match,0,1460,[],"[""jungle""]","[""기본 / 장소 / 자연 / 밀림""]"
junko_enoshima,not_in_snapshot,,,[],"[""Junko_Enoshima""]","[""작품 / 캐릭터 / 단간론파 / 에노시마 쥰코""]"
kaede_akamatsu,not_in_snapshot,,,[],"[""Kaede_Akamatsu""]","[""작품 / 캐릭터 / 단간론파 / 아카마츠 카에데""]"
kagura,not_in_snapshot,,,[],"[""Kagura""]","[""작품 / 캐릭터 / 은혼 / 카구라""]"
kagura(inuyasha),not_in_snapshot,,,[],"[""Kagura(InuYasha)""]","[""작품 / 캐릭터 / 이누야샤 / 카구라""]"
kagura_mikazuchi,not_in_snapshot,,,[],"[""Kagura_Mikazuchi""]","[""작품 / 캐릭터 / 페어리테일 / 카구라 미카즈치""]"
kaguya_otsutsuki,not_in_snapshot,,,[],"[""Kaguya_Otsutsuki""]","[""작품 / 캐릭터 / 나루토 / 오오츠츠키 카구야""]"
kalifa,not_in_snapshot,,,[],"[""Kalifa""]","[""작품 / 캐릭터 / 원피스 / 칼리파""]"
kallen_kōzuki,not_in_snapshot,,,[],"[""Kallen_Kōzuki""]","[""작품 / 캐릭터 / 코드 기어스 / 코우즈키 카렌""]"
kama_(swimsuit_avenger),not_in_snapshot,,,[],"[""Kama_(Swimsuit_Avenger)""]","[""작품 / 캐릭터 / Fate/Grand order / 카마 수영복""]"
kame,not_in_snapshot,,,[],"[""Kame""]","[""작품 / 캐릭터 / Fate/Grand order / 카마""]"
kamijou_shiina,not_in_snapshot,,,[],"[""Kamijou_Shiina""]","[""작품 / 캐릭터 / 어떤 마술과학의 시리즈 / 카미조 시이나""]"
kanami,not_in_snapshot,,,[],"[""Kanami""]","[""작품 / 캐릭터 / 로그 호라이즌 / 카나미""]"
kanao_tsuyuri,not_in_snapshot,,,[],"[""Kanao_Tsuyuri""]","[""작품 / 캐릭터 / 귀멸의 칼날 / 츠유리 카나에""]"
kanna(inuyasha),not_in_snapshot,,,[],"[""Kanna(InuYasha)""]","[""작품 / 캐릭터 / 이누야샤 / 칸나""]"
kanna_kamui,snapshot_match,4,3340,[],"[""Kanna_Kamui""]","[""작품 / 캐릭터 / 코바야시네 메이드래곤 / 칸나 카무이""]"
kanon_kanase,not_in_snapshot,,,[],"[""Kanon_Kanase""]","[""작품 / 캐릭터 / 스트라이크 더 블러드 / 카나세 카논""]"
kanzaki_kaori,snapshot_match,4,573,[],"[""Kanzaki_Kaori""]","[""작품 / 캐릭터 / 어떤 마술과학의 시리즈 / 칸자키 카오리""]"
kanzashi_sarashiki,not_in_snapshot,,,[],"[""Kanzashi_Sarashiki""]","[""작품 / 캐릭터 / 인피니트 스트라토스 / 시라시키 칸자시""]"
karin,not_in_snapshot,,,[],"[""Karin""]","[""작품 / 캐릭터 / 제로의 사역마 / 카린느 드 라 발리에르""]"
karin_uzumaki,not_in_snapshot,,,[],"[""Karin_Uzumaki""]","[""작품 / 캐릭터 / 나루토 / 우즈마키 카린""]"
karui,not_in_snapshot,,,[],"[""Karui""]","[""작품 / 캐릭터 / 나루토 / 카루이""]"
kasugaya_shizuri_castiella,not_in_snapshot,,,[],"[""Kasugaya_Shizuri_Castiella""]","[""작품 / 캐릭터 / 스트라이크 더 블러드 / 카스가야 시즈리 카스티엘라""]"
katana,snapshot_match,0,83369,[],"[""Katana""]","[""작품 / 캐릭터 / DC 코믹스 / 카타나""]"
kate_bishop,not_in_snapshot,,,[],"[""Kate_Bishop""]","[""작품 / 캐릭터 / 마블 코믹스 / 케이트 비숍""]"
kate_pryde,not_in_snapshot,,,[],"[""Kate_Pryde""]","[""작품 / 캐릭터 / 마블 코믹스 / 키티 프라이드""]"
kate_takayama,not_in_snapshot,,,[],"[""Kate_Takayama""]","[""작품 / 캐릭터 / 나는 친구가 적다 / 타카먀아 케이트 ""]"
kazakiri_hyouka,snapshot_match,4,114,[],"[""Kazakiri_Hyouka""]","[""작품 / 캐릭터 / 어떤 마술과학의 시리즈 / 카자키리 호우카""]"
kepi,snapshot_match,0,2292,[],"[""kepi""]","[""장신구 / 머리 장식 / 모자 / 군사 모자""]"
kicking,snapshot_match,0,15647,[],"[""kicking""]","[""동작 1 / 다리 / 차다 / 다리로 차다""]"
kikyo(inuyasha),not_in_snapshot,,,[],"[""Kikyo(InuYasha)""]","[""작품 / 캐릭터 / 이누야샤 / 키쿄우""]"
kill_la_kill,snapshot_match,3,16414,[],"[""Kill_la_Kill""]","[""작품 / 작품 / 목록 / 킬 라 킬""]"
kiltie_loafers,not_in_snapshot,,,[],"[""kiltie_loafers""]","[""의상 / 신발 / 신발 / 끈 달린 교복 신발""]"
kimetsu_no_yaiba,snapshot_match,3,20734,[],"[""Kimetsu_no_yaiba""]","[""작품 / 작품 / 목록 / 귀멸의 칼날""]"
kimono,snapshot_match,0,343170,[],"[""kimono""]","[""의상 / 의상 / 복장 / 기모노""]"
kimono_lift,snapshot_match,0,1538,[],"[""kimono_lift""]","[""동작 2 / 의상 / 행동 / 기모노를 위로 올리다""]"
kimono_pull,snapshot_match,0,2203,[],"[""kimono_pull""]","[""동작 2 / 의상 / 행동 / 기모노를 아래로 내리다""]"
kimono_skirt,snapshot_match,0,2125,[],"[""kimono_skirt""]","[""의상 / 의상 / 복장 / 기모노 스커트""]"
kinema_citrus,not_in_snapshot,,,[],"[""KINEMA_CITRUS""]","[""작품 / 작품 / 제작 / 키네마 시트러스""]"
king,snapshot_match,0,586,[],"[""king""]","[""인물 / 직업 / 신분 / 왕""]"
kinon_bachika,snapshot_match,4,279,[],"[""Kinon_Bachika""]","[""작품 / 캐릭터 / 천원돌파 그렌라간 / 키논 바치카""]"
kirche,not_in_snapshot,,,[],"[""Kirche""]","[""작품 / 캐릭터 / 제로의 사역마 / 퀴르케""]"
kirigaya_suguha,snapshot_match,4,2153,[],"[""Kirigaya_Suguha""]","[""작품 / 캐릭터 / 소드 아트 온라인 / 키리가하 스구하""]"
kiriha_kisaki,not_in_snapshot,,,[],"[""Kiriha_Kisaki""]","[""작품 / 캐릭터 / 스트라이크 더 블러드 / 키사키 키아하""]"
kiriko,not_in_snapshot,,,[],"[""kiriko""]","[""작품 / 캐릭터 / 소드 아트 온라인 / 키리코""]"
kirumi_tojo,not_in_snapshot,,,[],"[""Kirumi_Tojo""]","[""작품 / 캐릭터 / 단간론파 / 토죠 쿠루미""]"
kisara_tendo,not_in_snapshot,,,[],"[""Kisara_Tendo""]","[""작품 / 캐릭터 / 블랙 불릿 / 텐도 키사라""]"
kissing_neck,snapshot_match,0,2035,[],"[""kissing_neck""]","[""동작 1 / 목 / 애무하다 / 목에 키스하다""]"
kissing_penis,snapshot_match,0,2023,[],"[""kissing_penis""]","[""!섹스 / 섹스 / 자지 / 자지를 키스한다""]"
kitchen,snapshot_match,0,9778,[],"[""kitchen""]","[""기본 / 장소 / 가정 / 주방""]"
kitchen_maid,not_in_snapshot,,,[],"[""Kitchen_Maid""]","[""인물 / 직업 / 메이드 / 키친 메이드""]"
kitchen_maid_costume,not_in_snapshot,,,[],"[""Kitchen_maid_costume""]","[""의상 / 의상 / 코스튬 / 키친 메이드복""]"
kiyal_bachika,snapshot_match,4,305,[],"[""Kiyal_Bachika""]","[""작품 / 캐릭터 / 천원돌파 그렌라간 / 키얄 바치카""]"
kiyoh_bachika,snapshot_match,4,226,[],"[""Kiyoh_Bachika""]","[""작품 / 캐릭터 / 천원돌파 그렌라간 / 키요 바치카""]"
knee_boots,snapshot_match,0,84326,[],"[""knee_boots""]","[""의상 / 신발 / 부츠 / 무릎 부츠""]"
kneehighs,snapshot_match,0,167858,[],"[""kneehighs""]","[""의상 / 속옷 / 양말 / 니 삭스(무릎)""]"
kneeing,snapshot_match,0,315,[],"[""kneeing""]","[""행동 / 동사 / 동사 ㅁ / 누군가 무릎을 꿇다""]"
kneeling,snapshot_match,0,157141,[],"[""kneeling""]","[""동작 1 / 다리 / 꿇다 / 무릎 양쪽을 꿇다""]"
kneepit_sex,snapshot_match,0,406,[],"[""kneepit_sex""]","[""!섹스 / 섹스 / 자지 / 자지를 무릎에 비빈다""]"
knees_apart_feet_together,snapshot_match,0,4220,[],"[""knees_apart_feet_together""]","[""동작 1 / 다리 / 꿇다 / 무릎을 벌리고 발을 벌리다""]"
knees_to_chest,snapshot_match,0,7445,[],"[""knees_to_chest""]","[""동작 1 / 다리 / 올리다 / 다리를 가슴 위로 올리다""]"
knees_together_feet_apart,snapshot_match,0,42001,[],"[""knees_together_feet_apart""]","[""동작 1 / 다리 / 꿇다 / 무릎을 모으고 발을 벌리다""]"
kneesocks_daemon,not_in_snapshot,,,[],"[""Kneesocks_Daemon""]","[""작품 / 캐릭터 / 팬티&스타킹 / 니삭스 데이먼""]"
knight,snapshot_match,0,11515,[],"[""knight""]","[""인물 / 직업 / 판타지 / 기사""]"
knocking,snapshot_match,0,687,[],"[""knocking""]","[""행동 / 동사 / 동사 ㄴ / 누군가 노크하다""]"
kobato_hasegawa,not_in_snapshot,,,[],"[""Kobato_Hasegawa""]","[""작품 / 캐릭터 / 나는 친구가 적다 / 하세가와 코바토 ""]"
kobayashi,not_in_snapshot,,,[],"[""Kobayashi""]","[""작품 / 캐릭터 / 코바야시네 메이드래곤 / 코바야시 ""]"
kobayashi-san_chi_no_maid_dragon,not_in_snapshot,,,[],"[""Kobayashi-san_Chi_no_Maid_Dragon""]","[""작품 / 작품 / 목록 / 코바야시네 메이드래곤 ""]"
kokoro,not_in_snapshot,,,[],"[""Kokoro""]","[""작품 / 캐릭터 / 달링 인 더 프랑키스 / 코코로""]"
konan,not_in_snapshot,,,[],"[""Konan""]","[""작품 / 캐릭터 / 나루토 / 코난""]"
koneko_toujou,not_in_snapshot,,,[],"[""Koneko_Toujou""]","[""작품 / 캐릭터 / 하이스쿨 dxd / 토죠 코네코""]"
konno_yuuki,not_in_snapshot,,,[],"[""Konno_Yuuki""]","[""작품 / 캐릭터 / 소드 아트 온라인 / 콘노 유우키""]"
korea,snapshot_match,0,189,[],"[""Korea""]","[""기본 / 장소 / 국가 / 한국""]"
korea_webtoon,not_in_snapshot,,,[],"[""Korea_Webtoon""]","[""기본 / 작화 / 스타일 / 웹툰""]"
korean,alias_candidate_unverified,,,"[""korean_text""]","[""Korean""]","[""인물 / 인종 / 국가 / 한국인""]"
kougyoku_ren,not_in_snapshot,,,[],"[""Kougyoku_Ren""]","[""작품 / 캐릭터 / 마기 / 연홍옥""]"
kouka,not_in_snapshot,,,[],"[""Kouka""]","[""작품 / 캐릭터 / 은혼 / 쿄우카""]"
kozuki_toki,not_in_snapshot,,,[],"[""Kozuki_Toki""]","[""작품 / 캐릭터 / 원피스 / 코즈키 토키""]"
kuina,alias_candidate_unverified,,,"[""shimotsuki_kuina""]","[""Kuina""]","[""작품 / 캐릭터 / 원피스 / 쿠이나""]"
kuroka,not_in_snapshot,,,[],"[""Kuroka""]","[""작품 / 캐릭터 / 하이스쿨 dxd / 쿠로카""]"
kurome,not_in_snapshot,,,[],"[""Kurome""]","[""작품 / 캐릭터 / 아카메가 벤다 / 쿠로메""]"
kurotsuchi,not_in_snapshot,,,[],"[""Kurotsuchi""]","[""작품 / 캐릭터 / 나루토 / 쿠로츠치""]"
kurumi_nonaka,not_in_snapshot,,,[],"[""Kurumi_Nonaka""]","[""작품 / 캐릭터 / 새여동생 마왕의 계약자 / 노나카 쿠루미""]"
kushina_uzumaki,not_in_snapshot,,,[],"[""Kushina_Uzumaki""]","[""작품 / 캐릭터 / 나루토 / 우즈마키 쿠시나""]"
kuudere,snapshot_match,0,156,[],"[""kuudere""]","[""인물 / 특징 / 데레 / 쿨데레""]"
kyoka,not_in_snapshot,,,[],"[""Kyoka""]","[""작품 / 캐릭터 / 페어리테일 / 쿄우카""]"
kyoka_jiro,not_in_snapshot,,,[],"[""Kyoka_Jiro""]","[""작품 / 캐릭터 / 나의 히어로 아카데미아 / 지로 쿄카""]"
kyoko_kirigiri,not_in_snapshot,,,[],"[""Kyoko_Kirigiri""]","[""작품 / 캐릭터 / 단간론파 / 키리기리 쿄코""]"
kyoto_animation,snapshot_match,3,431,[],"[""Kyoto_Animation""]","[""작품 / 작품 / 제작 / 교토 애니메이션""]"
kūkaku_shiba,not_in_snapshot,,,[],"[""Kūkaku_Shiba""]","[""작품 / 캐릭터 / 블리치 / 시바 쿠우카쿠""]"
la_folia_rihavein,snapshot_match,4,82,[],"[""La_Folia_Rihavein""]","[""작품 / 캐릭터 / 스트라이크 더 블러드 / 라 포리아 리하바인""]"
laboratory,snapshot_match,0,951,[],"[""laboratory""]","[""기본 / 장소 / 현장 / 실험실""]"
lace-trimmed_dress,snapshot_match,0,5816,[],"[""lace-trimmed_dress""]","[""의상 / 의상 / 드레스 / 레이스 장식 드레스""]"
lace-trimmed_hairband,snapshot_match,0,1639,[],"[""lace-trimmed_hairband""]","[""장신구 / 머리 장식 / 머리띠 / 레이스 장식 머리띠""]"
lace-trimmed_legwear,not_in_snapshot,,,[],"[""lace-trimmed_legwear""]","[""의상 / 속옷 / 양말 / 레이스 장식 달린 양말""]"
lace-up_boots,snapshot_match,0,38248,[],"[""lace-up_boots""]","[""의상 / 신발 / 부츠 / 발목 위 부츠""]"
lace-up_legwear,snapshot_match,0,113,[],"[""lace-up_legwear""]","[""의상 / 속옷 / 양말 / 위로 올리는 양말""]"
lace_hairband,snapshot_match,0,351,[],"[""lace_hairband""]","[""장신구 / 머리 장식 / 머리띠 / 레이스 머리띠""]"
lactation_into_condom,not_in_snapshot,,,[],"[""lactation_into_condom""]","[""!섹스 / 섹스 / 콘돔 / 콘돔을 젖꽂지에 매달다""]"
ladies_maid,not_in_snapshot,,,[],"[""Ladies_Maid""]","[""인물 / 직업 / 메이드 / 레이디스 메이드""]"
ladies_maid_costume,not_in_snapshot,,,[],"[""Ladies_maid_costume""]","[""의상 / 의상 / 코스튬 / 레이디스 메이드복""]"
lady_avalon,not_in_snapshot,,,[],"[""Lady_Avalon""]","[""작품 / 캐릭터 / Fate/Grand order / 멀린 프로토타입 수영복""]"
lady_blackhawk,not_in_snapshot,,,[],"[""Lady_Blackhawk""]","[""작품 / 캐릭터 / DC 코믹스 / 레이디 블랙호크""]"
lady_nagant,snapshot_match,4,510,[],"[""_Lady_Nagant""]","[""작품 / 캐릭터 / 나의 히어로 아카데미아 / 레이디 나강""]"
lady_shiva,not_in_snapshot,,,[],"[""Lady_Shiva""]","[""작품 / 캐릭터 / DC 코믹스 / 레이디 시바""]"
ladybug_wings,not_in_snapshot,,,[],"[""ladybug_wings""]","[""체형 / 날개 / 종류 / 무당벌레 날개""]"
lake,snapshot_match,0,8299,[],"[""lake""]","[""기본 / 장소 / 자연 / 호수""]"
lakshmibai,not_in_snapshot,,,[],"[""Lakshmibai""]","[""작품 / 캐릭터 / Fate/Grand order / 락슈미바이""]"
lamented_face,not_in_snapshot,,,[],"[""lamented_face""]","[""동작 1 / 얼굴 / 표정 / 한탄한 표정""]"
landing,snapshot_match,0,525,[],"[""landing""]","[""행동 / 동사 / 동사 ㄴ / 누군가 내려오다""]"
lanyard,snapshot_match,0,14970,[],"[""lanyard""]","[""장신구 / 목 장식 / 장신구 / 사원증""]"
large_areolae,snapshot_match,0,48495,[],"[""large_areolae""]","[""체형 / 가슴 / 모양 / 유륜이 크다""]"
large_ass,not_in_snapshot,,,[],"[""large_ass""]","[""체형 / 몸 / 모양 / 엉덩이가 크다""]"
large_breasts,snapshot_match,0,2258344,[],"[""large_breasts""]","[""체형 / 가슴 / 모양 / 가슴이 크다""]"
large_face,not_in_snapshot,,,[],"[""large_face""]","[""외모 / 얼굴 / 모양 / 얼굴이 크다""]"
large_insertion,snapshot_match,0,3201,[],"[""large_insertion""]","[""!섹스 / 섹스 / 자지 / 자지를 삽입해 배가 부풀다""]"
large_penis,snapshot_match,0,46432,[],"[""large_penis""]","[""!섹스 / 자지 / 모양 / 자지가 크다""]"
large_pussy,not_in_snapshot,,,[],"[""large_pussy""]","[""!섹스 / 보지 / 모양 / 보지가 넓다""]"
large_testicles,snapshot_match,0,4201,[],"[""large_testicles""]","[""!섹스 / 자지 / 모양 / 고환이 크다""]"
large_wings,alias_candidate_unverified,,,"[""oversized_wings""]","[""large_wings""]","[""체형 / 날개 / 모양 / 날개가 크다""]"
last_order,alias_candidate_unverified,,,"[""last_order_(toaru_majutsu_no_index)""]","[""Last_Order""]","[""작품 / 캐릭터 / 어떤 마술과학의 시리즈 / 라스트 오더""]"
latex_dress,snapshot_match,0,557,[],"[""latex_dress""]","[""의상 / 의상 / 드레스 / 라텍스 드레스""]"
latex_gloves,snapshot_match,0,3940,[],"[""latex_gloves""]","[""장신구 / 손 장식 / 장갑 / 라텍스 장갑""]"
laughing,snapshot_match,0,22913,[],"[""laughing""]","[""행동 / 동사 / 동사 ㅇ / 누군가 웃다""]"
launching,snapshot_match,0,169,[],"[""launching""]","[""행동 / 동사 / 동사 ㅊ / 누군가 착륙 준비하다""]"
laura_bodewig,snapshot_match,4,885,[],"[""Laura_Bodewig""]","[""작품 / 캐릭터 / 인피니트 스트라토스 / 라우라 보데비히""]"
laura_kinney,alias_candidate_unverified,,,"[""x-23""]","[""Laura_Kinney""]","[""작품 / 캐릭터 / 마블 코믹스 / 로라 키니""]"
lawful_evil,not_in_snapshot,,,[],"[""Lawful_Evil""]","[""인물 / 특징 / 성향 / 질서 악""]"
lawful_good,not_in_snapshot,,,[],"[""Lawful_Good""]","[""인물 / 특징 / 성향 / 질서 선""]"
lawful_neutral,not_in_snapshot,,,[],"[""Lawful_Neutral""]","[""인물 / 특징 / 성향 / 질서 중립""]"
layered_dress,snapshot_match,0,24097,[],"[""layered_dress""]","[""의상 / 의상 / 드레스 / 천이 여러 겹인 드레스""]"
layered_kimono,snapshot_match,0,3764,[],"[""layered_kimono""]","[""의상 / 의상 / 복장 / 몇 겹 겹친 기모노""]"
